windowID,sourceRunID,processedFile,split,phaseSeed,Hs,Tp,faultName,severity,startRow,endRow,startTime_s,endTime_s
1,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1,150,100,129.8
2,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,76,225,115,144.8
3,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,151,300,130,159.8
4,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,226,375,145,174.8
5,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,301,450,160,189.8
6,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,376,525,175,204.8
7,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,451,600,190,219.8
8,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,526,675,205,234.8
9,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,601,750,220,249.8
10,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,676,825,235,264.8
11,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,751,900,250,279.8
12,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,826,975,265,294.8
13,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,901,1050,280,309.8
14,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,976,1125,295,324.8
15,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1051,1200,310,339.8
16,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1126,1275,325,354.8
17,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1201,1350,340,369.8
18,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1276,1425,355,384.8
19,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1351,1500,370,399.8
20,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1426,1575,385,414.8
21,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1501,1650,400,429.8
22,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1576,1725,415,444.8
23,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1651,1800,430,459.8
24,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1726,1875,445,474.8
25,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1801,1950,460,489.8
26,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1876,2025,475,504.8
27,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,1951,2100,490,519.8
28,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2026,2175,505,534.8
29,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2101,2250,520,549.8
30,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2176,2325,535,564.8
31,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2251,2400,550,579.8
32,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2326,2475,565,594.8
33,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2401,2550,580,609.8
34,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2476,2625,595,624.8
35,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2551,2700,610,639.8
36,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2626,2775,625,654.8
37,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2701,2850,640,669.8
38,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2776,2925,655,684.8
39,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2851,3000,670,699.8
40,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,2926,3075,685,714.8
41,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3001,3150,700,729.8
42,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3076,3225,715,744.8
43,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3151,3300,730,759.8
44,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3226,3375,745,774.8
45,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3301,3450,760,789.8
46,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3376,3525,775,804.8
47,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3451,3600,790,819.8
48,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3526,3675,805,834.8
49,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3601,3750,820,849.8
50,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3676,3825,835,864.8
51,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3751,3900,850,879.8
52,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3826,3975,865,894.8
53,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3901,4050,880,909.8
54,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,3976,4125,895,924.8
55,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4051,4200,910,939.8
56,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4126,4275,925,954.8
57,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4201,4350,940,969.8
58,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4276,4425,955,984.8
59,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4351,4500,970,999.8
60,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4426,4575,985,1014.8
61,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4501,4650,1000,1029.8
62,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4576,4725,1015,1044.8
63,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4651,4800,1030,1059.8
